f0daee79-6778-41c8-8871-e3b9e98a0d4d "266.71,264.02,252.71,240.51,228.25,218.65,216.23,218.85,229.81,234.19,236.89,223.65,226.94,227.21,228.87,231.01,223.48,221.14,229.52,240.01,251.48,265.48,275.95,279.35,267.2,265.92,253.51,242.17,229.23,220.16,217.33,220.27,230.99,235.55,238.11,224.98,228.18,228.52,230.12,232.31,224.74,222.43,230.79,241.3,252.76,266.76,277.23,280.64,268.48,267.2,254.79,243.45,230.51,221.44,218.62,221.55,232.27,236.83,239.39,226.27,229.46,229.8,231.4,233.59,226.02,223.71,232.07,242.58,254.04,268.04,278.51,281.92"
712a99f2-7685-40a9-9643-4148cf9d7038 "18143.78,16946.53,15078.01,14023.59,12266.95,10893.36,10067.52,9863.2,11073.3,11658.06,12727.84,13618.82,13817.36,14583.72,15237.96,16116.47,16737.83,16770.49,16296.48,16503.3,16358.29,17228.93,18423.77,18355.94,18325.7,17116.64,15239.19,14177.34,12414.63,11036.07,10206.17,9998.52,11205.89,11788.42,12856.38,13745.86,13943.17,14708.53,15361.95,16239.79,16860.6,16892.81,16418.43,16624.94,16479.68,17350.13,18544.8,18476.83,18446.48,17237.33,15359.81,14297.89,12535.14,11156.54,10326.61,10118.92,11326.28,11908.78,12976.73,13866.2,14063.5,14828.85,15482.26,16360.09,16980.9,17013.11,16538.72,16745.24,16599.98,17470.42,18665.09,18597.12"
ed0480f5-ec6e-46ab-84aa-eee1c8ee5df2 "18818.12,18007.36,16256.84,14759.68,13395.03,11802.85,11074.13,10832.6,11938.51,12725.78,13449.35,14107.33,14784.26,15859.33,16223.37,16843.87,17364.51,17489.66,17205.39,17168.63,17915.72,18641.31,19239.14,19385.11,19159.54,18352.36,16593.92,15099.65,13728.57,12138.73,11404.78,11165.14,12266.8,13055.59,13775.71,14434.92,15109.05,16185.12,16546.88,17168.18,17686.97,17812.77,17527.0,17490.76,18236.63,18962.64,19559.48,19705.79,19479.42,18672.51,16913.42,15419.37,14047.76,12458.09,11723.71,11484.22,12585.53,13374.43,14094.27,14753.58,15427.47,16503.61,16865.19,17486.56,18005.19,18131.04,17845.15,17808.94,18554.71,19280.76,19877.51,20023.85"
34df6555-4537-4ed8-bd88-ac4bccc67805 "4672.48,2756.41,1985.97,2047.64,1784.99,1868.76,2048.8,2192.23,2557.32,2942.03,3045.39,3363.29,3844.43,3684.48,3525.08,5758.81,7372.84,9652.03,9909.97,7842.8,7123.53,7039.32,7351.36,6488.42,5396.01,3546.59,2720.59,2687.85,2333.13,2343.41,2471.6,2581.86,2927.72,3302.53,3401.66,3718.44,4199.95,4040.88,3882.42,6116.91,7731.5,10011.06,10269.21,8202.16,7482.94,7398.75,7710.78,6847.84,5755.41,3905.99,3079.99,3047.24,2692.51,2702.8,2830.98,2941.24,3287.1,3661.91,3761.05,4077.83,4559.33,4400.27,4241.8,6476.3,8090.89,10370.44,10628.6,8561.55,7842.33,7758.13,8070.17,7207.23"
8c592c78-3324-4d14-b667-bf16ec51e3d0 "280.58,270.27,275.03,473.95,346.08,293.68,286.76,288.34,288.44,288.99,294.46,289.66,289.53,288.32,281.92,282.54,283.0,282.65,285.48,294.6,306.54,309.32,297.41,287.04,281.95,272.95,277.47,476.43,348.55,296.15,289.23,290.81,290.91,291.46,296.93,292.13,292.0,290.79,284.4,285.01,285.47,285.12,287.96,297.07,309.01,311.79,299.88,289.52,284.43,275.42,279.94,478.9,351.02,298.62,291.71,293.29,293.39,293.93,299.41,294.61,294.48,293.26,286.87,287.49,287.94,287.59,290.43,299.54,311.49,314.26,302.36,291.99"
3342cfd6-6184-4217-bd76-5ce896bacb5a "84.15,70.59,67.27,67.85,65.5,67.3,78.91,94.82,108.71,122.53,137.48,149.74,149.16,140.9,144.64,155.39,170.13,186.08,187.62,177.1,170.07,156.69,134.2,107.19,87.77,73.92,70.65,71.11,68.53,70.18,82.03,98.19,111.77,124.4,138.28,150.67,149.98,140.88,144.72,155.42,169.64,186.72,190.13,179.52,171.99,158.58,135.69,109.03,89.88,75.89,72.62,73.02,70.34,71.94,83.87,100.12,113.57,125.73,139.18,151.61,150.88,141.45,145.33,156.01,170.02,187.54,191.68,181.03,173.31,159.88,136.83,110.31"
36a0ae09-7c74-4d8b-9394-8e08b496b55f "2003.04,1988.27,1981.55,2032.43,1971.0,1968.15,2021.48,2015.47,2034.28,2057.29,2074.71,2348.92,2685.98,2698.89,2676.02,2235.7,2094.39,2081.36,2102.2,2114.15,2164.52,2147.19,2129.74,2065.66,2007.11,1992.35,1985.63,2036.51,1975.08,1972.22,2025.56,2019.55,2038.36,2061.36,2078.79,2352.99,2690.05,2702.97,2680.1,2239.78,2098.46,2085.44,2106.28,2118.23,2168.59,2151.27,2133.81,2069.74,2011.19,1996.43,1989.71,2040.58,1979.15,1976.3,2029.64,2023.63,2042.44,2065.44,2082.87,2357.07,2694.13,2707.05,2684.18,2243.85,2102.54,2089.52,2110.36,2122.3,2172.67,2155.34,2137.89,2073.81"
b0c0999b-77de-4b75-9d3f-013cda1d4502 "1262.01,936.82,846.48,786.17,783.17,950.87,1686.66,3056.71,4402.28,4926.02,5215.19,5525.13,5654.09,5083.71,4853.25,4866.0,5163.27,5537.95,6125.12,6916.18,6541.6,4757.72,2987.18,1935.35,1413.43,1088.64,998.63,938.59,935.81,1103.69,1839.62,3209.8,4555.46,5079.28,5368.52,5678.52,5807.52,5237.17,5006.75,5019.51,5316.81,5691.5,6278.69,7069.76,6695.19,4911.31,3140.78,2088.96,1567.04,1242.26,1152.25,1092.21,1089.43,1257.31,1993.25,3363.42,4709.09,5232.91,5522.15,5832.14,5961.15,5390.8,5160.38,5173.14,5470.44,5845.13,6432.32,7223.39,6848.82,5064.94,3294.4,2242.59"
b1bc95b5-4842-437e-a322-1756cefa45bf "1853.94,1284.14,1371.25,1228.85,1191.75,1213.47,1333.71,1465.59,1609.33,1648.66,1647.77,1664.92,1680.76,1698.87,1652.29,1602.09,1633.2,1781.95,1837.76,2124.72,2467.93,2359.81,1786.98,1415.21,1813.76,1234.95,1318.62,1174.9,1137.3,1158.83,1278.99,1410.84,1554.58,1593.9,1593.01,1610.16,1626.0,1644.11,1597.53,1547.33,1578.44,1727.19,1783.0,2069.96,2413.17,2305.05,1732.22,1360.45,1759.0,1180.19,1263.86,1120.14,1082.54,1104.07,1224.23,1356.08,1499.82,1539.14,1538.25,1555.4,1571.24,1589.35,1542.77,1492.57,1523.68,1672.43,1728.24,2015.2,2358.41,2250.29,1677.46,1305.69"
77bc4464-b5fa-4e47-bfd1-ae4e4fcd5199 "187.59,188.63,190.01,191.73,67.76,274.03,289.98,263.99,269.75,282.9,243.96,238.76,233.98,229.62,225.66,222.1,218.94,216.17,213.78,211.77,210.14,208.88,208.0,207.48,207.33,207.55,208.13,209.09,84.54,289.89,305.15,278.56,283.69,296.24,256.78,251.05,245.75,240.9,236.47,232.46,228.87,225.68,222.89,220.5,218.5,216.89,215.66,214.82,214.36,214.28,214.58,215.26,90.57,295.45,310.46,283.66,288.57,300.89,261.27,255.34,249.86,244.83,240.24,236.07,232.32,228.98,226.05,223.52,221.39,219.65,218.3,217.34"
ada698ef-7c0d-4ffd-9d21-8dc90ef9951e "90.76,62.1,58.42,60.15,60.21,78.58,61.94,80.97,64.93,64.83,63.62,103.33,72.22,90.94,63.51,57.83,66.67,52.96,74.27,61.37,80.64,62.97,56.56,62.24,89.84,57.94,54.25,55.98,56.04,74.42,57.77,76.8,60.76,60.66,59.45,99.16,68.05,86.77,59.34,53.66,62.5,48.79,70.1,57.2,76.47,58.8,52.39,58.08,85.67,53.77,50.08,51.81,51.88,70.25,53.6,72.63,56.59,56.49,55.28,95.0,63.88,82.61,55.17,49.49,58.33,44.62,65.93,53.03,72.3,54.63,48.22,53.91"
54f6f4eb-6325-41ec-bee9-0dadebfde7a0 "257.83,255.31,255.85,257.9,254.51,255.1,255.89,257.36,261.23,263.63,266.92,265.21,271.98,274.19,275.03,269.22,260.91,259.83,258.31,258.31,258.55,257.7,258.05,255.74,254.47,252.37,253.14,255.33,252.01,252.65,253.47,254.95,258.83,261.23,264.53,262.81,269.59,271.79,272.64,266.82,258.51,257.43,255.92,255.92,256.16,255.31,255.66,253.35,252.08,249.97,250.75,252.94,249.62,250.26,251.08,252.55,256.44,258.84,262.14,260.42,267.2,269.4,270.25,264.43,256.12,255.04,253.52,253.53,253.77,252.92,253.27,250.95"
6c3fcd87-5bf1-4dec-8205-9d253c856df7 "312.49,246.74,216.53,227.34,210.47,277.58,498.75,867.37,1181.51,1217.67,1178.38,1226.83,1228.14,971.23,892.44,934.13,1038.9,1215.97,1498.55,1696.35,1475.55,1070.04,697.86,447.41,316.59,250.84,220.63,231.43,214.57,281.67,502.85,871.46,1185.6,1221.76,1182.47,1230.93,1232.24,975.32,896.53,938.22,1042.99,1220.07,1502.64,1700.44,1479.64,1074.14,701.96,451.51,320.68,254.93,224.72,235.53,218.66,285.77,506.94,875.56,1189.7,1225.85,1186.57,1235.02,1236.33,979.42,900.63,942.32,1047.09,1224.16,1506.73,1704.53,1483.73,1078.23,706.05,455.6"
3c642a41-553d-45d3-aee9-cd7ce7e4e038 "1382.62,1371.66,1368.45,1365.83,1363.65,1365.01,1371.97,1377.93,1389.17,1390.51,1390.73,1388.87,1391.33,1393.29,1390.85,1393.43,1395.45,1397.75,1400.64,1406.54,1416.74,1412.1,1403.72,1392.42,1378.08,1367.45,1364.48,1362.04,1359.98,1361.43,1368.46,1374.46,1385.74,1387.11,1387.34,1385.5,1387.96,1389.93,1387.49,1390.07,1392.1,1394.4,1397.3,1403.2,1413.4,1408.76,1400.38,1389.07,1374.74,1364.11,1361.14,1358.7,1356.63,1358.09,1365.12,1371.12,1382.4,1383.76,1384.0,1382.15,1384.62,1386.59,1384.15,1386.73,1388.76,1391.06,1393.96,1399.85,1410.05,1405.42,1397.04,1385.73"
9decf6c2-1760-4924-a845-106591232f00 "1569.68,1853.65,1566.35,1554.65,1534.71,1536.47,1537.91,1540.76,1542.53,1536.21,1538.5,1546.31,1542.47,1540.39,1537.09,1552.25,1553.6,1566.2,1550.18,1547.17,1549.18,1559.58,1549.17,1566.42,1564.33,1851.08,1565.31,1554.45,1534.97,1536.98,1538.56,1541.48,1543.3,1537.0,1539.31,1547.12,1543.29,1541.21,1537.91,1553.07,1554.42,1567.02,1551.0,1547.99,1550.0,1560.4,1549.99,1567.24,1565.15,1851.9,1566.13,1555.28,1535.79,1537.8,1539.38,1542.31,1544.12,1537.82,1540.13,1547.94,1544.11,1542.03,1538.73,1553.89,1555.24,1567.84,1551.82,1548.82,1550.82,1561.22,1550.81,1568.07"
396c82b9-3cb7-4d41-a32e-1c7f81f97144 "2361.85,1978.14,1820.66,1745.37,1718.46,1723.86,1791.96,1994.92,2464.39,3502.82,4990.76,6656.25,8294.88,12010.99,16154.51,20822.67,20889.54,18851.85,16230.03,12258.52,10764.83,7271.68,5201.98,3323.54,2294.24,1915.1,1760.15,1686.26,1660.13,1665.96,1734.3,1937.38,2406.93,3445.41,4933.37,6598.86,8237.5,11953.62,16097.14,20765.3,20832.17,18794.49,16172.66,12201.15,10707.46,7214.31,5144.61,3266.17,2236.87,1857.73,1702.78,1628.89,1602.76,1608.59,1676.93,1880.02,2349.56,3388.04,4876.0,6541.5,8180.13,11896.25,16039.77,20707.94,20774.8,18737.12,16115.3,12143.78,10650.09,7156.94,5087.24,3208.8"
e0dd41e9-a57c-475a-bc0d-5b870f0adc26 "78.52,78.25,78.4,78.2,78.31,78.41,78.61,78.5,78.22,78.45,78.8,78.35,78.54,78.66,78.72,85.81,78.32,78.41,78.43,78.03,84.11,78.45,78.12,78.4,75.52,75.25,75.41,75.2,75.31,75.42,75.61,75.5,75.23,75.45,75.8,75.36,75.54,75.66,75.73,82.81,75.33,75.41,75.43,75.03,81.11,75.45,75.12,75.4,72.52,72.25,72.41,72.2,72.32,72.42,72.61,72.51,72.23,72.45,72.8,72.36,72.55,72.67,72.73,79.81,72.33,72.41,72.43,72.04,78.11,72.46,72.12,72.4"
583fb3ee-ab8a-477e-a69f-18451cd557af "6690.72,2718.32,272.29,0.0,139.94,757.01,1979.13,3272.57,3533.46,7729.98,8360.83,8943.28,10028.67,9541.48,9251.79,9384.76,9524.41,9244.32,9350.72,10494.84,12787.03,14863.47,13935.64,10325.0,6909.88,3030.0,523.91,12.35,167.92,760.14,2221.55,3963.08,4253.77,7416.05,8079.41,8671.33,9900.92,9478.62,9129.75,9248.59,9310.37,9021.01,9163.27,10181.79,12597.47,15033.58,14182.65,10446.71,7201.91,3370.74,831.06,216.85,352.43,930.61,2521.0,4504.59,4811.08,7413.47,8094.2,8691.06,9998.54,9611.23,9230.25,9341.36,9360.94,9066.51,9228.13,10178.66,12661.12,15291.83,14482.49,10678.73"
9d9285ce-415e-4b7f-8bad-4183a4e4063c "64.63,63.26,62.42,61.96,61.83,60.63,62.82,62.93,64.59,65.73,66.17,65.46,66.41,68.66,67.91,68.33,68.27,68.71,68.15,68.24,66.69,66.35,65.23,63.05,62.91,61.47,60.69,60.19,60.09,58.86,61.08,61.17,62.84,63.97,64.42,63.7,64.66,66.9,66.15,66.57,66.52,66.96,66.39,66.48,64.93,64.59,63.47,61.29,61.16,59.72,58.94,58.43,58.34,57.1,59.32,59.41,61.08,62.21,62.66,61.95,62.91,65.15,64.4,64.82,64.76,65.2,64.63,64.73,63.18,62.84,61.72,59.53"
d1fab258-c55b-49a2-b55e-e2e565fc068c "276.17,267.23,271.85,447.29,361.97,293.97,294.81,303.63,305.77,288.77,286.0,284.52,285.95,285.67,282.91,283.63,282.87,282.99,285.06,300.8,306.21,305.25,293.92,282.49,276.06,268.87,274.69,446.55,371.64,295.94,297.14,304.71,304.76,289.67,287.77,286.12,287.84,287.33,284.41,284.86,284.02,284.45,287.16,302.91,308.07,306.72,295.81,284.16,277.19,270.37,276.44,447.55,374.83,297.51,298.78,306.09,305.7,291.01,289.29,287.62,289.39,288.83,285.88,286.28,285.42,285.91,288.76,304.5,309.61,308.18,297.36,285.67"
e200ce28-15ca-4f38-8c9c-5dd91925b3d7 "147.73,143.21,145.45,152.3,162.29,162.78,163.47,167.44,158.48,150.13,148.4,148.82,150.95,149.37,148.33,149.54,149.26,149.98,149.95,149.64,151.17,152.11,151.55,149.34,146.85,143.53,145.99,152.88,162.88,163.37,164.07,168.04,159.08,150.73,149.0,149.41,151.55,149.97,148.93,150.13,149.86,150.57,150.55,150.24,151.77,152.7,152.14,149.93,147.44,144.12,146.59,153.48,163.48,163.97,164.66,168.63,159.67,151.33,149.59,150.01,152.15,150.57,149.52,150.73,150.45,151.17,151.14,150.83,152.36,153.3,152.74,150.53"
8bb4772f-af16-4b34-a6ea-eab6877571e1 "339.95,308.03,330.17,405.03,409.85,349.87,334.42,339.91,337.19,334.48,334.73,331.79,338.36,330.52,325.34,334.07,339.71,358.5,364.43,484.71,578.62,549.09,427.63,389.12,348.08,324.33,341.01,410.86,413.8,353.74,338.63,344.34,341.68,338.97,339.2,336.25,342.82,334.98,329.8,338.53,344.18,362.96,368.89,489.17,583.08,553.55,432.09,393.59,352.54,328.79,345.47,415.33,418.26,358.2,343.09,348.8,346.14,343.43,343.66,340.71,347.28,339.45,334.26,342.99,348.64,367.42,373.35,493.63,587.54,558.01,436.55,398.05"
650db4cd-f1c7-4424-83e9-a50c967465ef "189.58,88.32,84.1,78.32,110.51,87.87,103.21,117.01,142.19,217.32,212.28,172.53,162.92,224.32,280.25,483.83,306.63,181.42,178.93,977.12,995.2,369.15,208.67,137.59,79.86,34.68,30.45,24.68,56.87,34.23,49.57,63.37,88.55,163.68,158.64,118.89,109.28,170.68,226.61,430.19,252.99,127.78,125.29,923.48,941.56,315.51,155.03,83.95,26.22,0.0,0.0,0.0,3.23,0.0,0.0,9.73,34.91,110.03,105.0,65.25,55.63,117.03,172.96,376.55,199.34,74.13,71.65,869.83,887.91,261.87,101.39,30.31"
85d5dd60-f514-496e-bb5a-4244c8d9340e "226.95,226.46,225.57,225.07,225.11,225.61,226.38,227.67,228.4,229.55,232.88,228.43,228.33,228.5,228.73,230.31,228.33,229.59,229.47,230.91,240.43,239.72,230.65,228.13,226.78,226.35,225.53,224.97,225.07,225.31,226.3,227.3,228.68,229.1,231.14,228.3,228.45,228.38,228.85,230.68,228.41,229.9,230.03,231.34,241.73,240.16,230.86,227.87,226.74,226.31,225.51,224.94,225.04,225.23,226.27,227.21,228.73,228.99,230.75,228.26,228.47,228.34,228.86,230.75,228.42,229.95,230.14,231.42,242.0,240.25,230.89,227.8"
23691822-c65a-4c4f-95cf-5807c3d4049a "334.18,314.48,336.05,291.35,179.39,496.35,235.15,248.65,260.79,263.91,265.6,262.6,267.51,262.59,256.92,255.15,255.24,257.73,263.26,280.31,302.04,315.9,362.61,409.86,427.88,396.25,394.91,325.36,192.02,493.54,223.11,232.61,244.44,249.42,253.84,253.56,260.68,257.27,252.45,250.97,251.01,253.24,258.46,275.22,296.73,310.44,357.08,404.3,422.34,390.74,389.44,319.92,186.6,488.13,217.71,227.21,239.04,244.01,248.43,248.15,255.27,251.86,247.03,245.56,245.59,247.83,253.04,269.81,291.31,305.03,351.66,398.89"
06bc350d-2337-43b1-ab47-95a56b302061 "79.36,76.74,82.35,90.93,90.29,92.47,102.38,97.24,105.09,113.17,102.21,84.05,91.9,97.21,84.78,84.18,87.44,86.06,92.13,90.41,84.53,87.86,87.31,81.11,78.59,75.97,81.57,90.16,89.51,91.69,101.6,96.47,104.31,112.39,101.44,83.28,91.12,96.43,84.01,83.4,86.66,85.28,91.36,89.64,83.76,87.09,86.54,80.34,77.81,75.19,80.8,89.38,88.74,90.92,100.83,95.69,103.54,111.62,100.66,82.51,90.35,95.66,83.23,82.63,85.89,84.51,90.58,88.86,82.98,86.31,85.76,79.56"
02488951-da87-4317-9da2-0b1382e00fa9 "4682.33,4616.75,4760.38,4897.34,5125.63,5684.83,8374.77,10735.67,10458.04,10286.76,9646.71,10125.65,10655.14,10695.54,9598.49,8840.24,9751.39,10568.35,10573.16,10762.54,10000.64,9393.63,8010.72,6726.75,6268.09,5994.81,5894.45,5839.12,5936.34,6412.81,9053.02,11385.02,11091.02,10910.65,10265.64,10741.91,11269.98,11309.64,10212.2,9453.75,10364.8,11181.71,11186.49,11375.85,10613.95,10006.94,8624.02,7340.05,6881.39,6608.12,6507.75,6452.42,6549.64,7026.12,9666.32,11998.32,11704.32,11523.95,10878.95,11355.22,11883.29,11922.94,10825.5,10067.06,10978.11,11795.01,11799.8,11989.16,11227.26,10620.24,9237.33,7953.36"
a4062a10-601c-44c0-96fb-ffe307a98b4e "7148.54,8235.76,7191.81,7015.75,6930.82,7387.5,8531.86,9231.38,13329.16,27901.87,32153.85,28431.22,26448.94,26931.7,34732.6,30240.74,21536.26,20526.01,19098.53,23922.11,34822.17,30979.07,20974.14,10377.22,7082.21,7582.53,6677.61,6808.0,6651.13,7019.43,7938.06,8683.52,12202.61,24368.35,28274.46,25591.22,24044.34,24083.52,30377.71,27242.21,20397.06,19552.21,18411.55,23803.63,34357.73,29501.54,20040.69,10633.68,7354.52,7545.12,6713.56,7005.68,6810.85,7132.5,7932.02,8701.72,11915.41,22810.89,26534.47,24399.76,23082.66,22887.75,28386.78,25967.09,20103.17,19345.62,18356.33,24048.43,34419.95,29029.12,19855.39,11076.35"
